id,label,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20
0,-1,0.497394809828533,1.32302765845214,0.544436921478218,-0.257424224280814,0.62309432724371,0.719989783281334,0.00712157229996031,0.18761659927998606,0.479463400200256,-0.485093178333616,0.00853389570464558,0.30340554021668603,1.51127003835233,-0.00012295138480733202,0.7276698593970209,-0.389282331198146,-0.123591636709627,-0.496661929448824,0.5438789301918661,0.0725015935309825
1,-1,-3.29541360280442,-0.823606353484482,0.6922520301280279,0.97806841872862,-1.60919829150173,0.400089815876822,0.416741241467185,0.561620513895916,-0.214940628591044,-1.8813346300653,-1.7600781197407702,-0.260906496830046,-0.939642144697124,0.14715656715812198,-0.528393546317149,0.6411484275109011,-0.6891376498343741,-0.272525490462133,-1.05126652310662,0.237628930770237
2,1,0.601251869190658,0.9940268370045992,1.64138876198567,1.5455183769537602,0.622613083157773,-1.18281220150489,-1.78069651293459,1.25227369157394,-2.68404504771648,-0.624462845684107,-0.224278188562772,0.0138578196040644,0.7082633434151999,-0.5795253313510971,-1.09759445785377,-0.503600135359298,0.412985687356197,-0.4224596288532561,0.576813848747015,-2.12051872116538
3,-1,0.446849272444346,1.3263033909693602,0.905513140140518,1.42861149849686,0.147434724850434,-0.0757899752305625,-0.668037231565923,-0.698253683397903,-1.9620990586932097,-0.0047221623554021,-0.0837260604474376,0.128876500353258,0.6905543525745429,0.20699130152955494,-0.490005461248151,-0.695406608116968,0.530023870682127,-0.366556936441282,0.6657163126364549,-0.0603555796817347
4,-1,0.0537676639585459,-0.777331084078346,0.8320425939122941,-0.00516455023929428,-0.5284186987644051,0.6817592719036271,0.2011564504449,-0.896497235704087,-1.29940784648923,-1.31275284343124,-0.498747687784325,-1.45879961334679,1.11232541624847,-1.5900862971217702,-1.46324204674399,0.22427216742273895,1.7137843146695102,1.81789806055872,-0.29549318059283897,-1.6373337386014302
5,-1,0.162017724766444,-0.00979279403520883,0.185502351607789,-0.817118725404547,0.0710089575676908,-0.06892101216126201,-0.259744411605262,-0.207592340336962,1.1800314643344298,0.36105367553611706,-0.541933649727642,-1.66314475145155,2.32573246840369,-0.3762630113892021,1.07280907313088,1.0804347898462598,-0.19508456917057604,-0.16666537923120198,-1.08087790489352,1.31615732228188
6,-1,0.416945792993744,0.24698480610527296,0.142129332862653,0.11694189973818303,0.07375575368031799,-1.01600747621231,-0.260618369182687,-0.8661069626956309,0.5435430113359939,0.6044217579294809,-0.51178393883745,0.19993866504487695,0.9016978922733208,-1.20188946096252,1.46956169328775,0.424210060643266,0.361374506864454,-1.12154714316259,-1.20463673312488,0.0964659431436251
7,1,0.198537141943743,-1.03869625854932,0.81064799113363,0.17712422289631102,-0.683739159104666,-0.4381004245615071,-0.252436916779547,1.06662742927928,1.0449604143859,1.21823897070748,-0.6537229593613879,0.421507413352729,0.895383448185603,2.3177312643300603,-0.387294498753279,0.4129371841320471,-1.00596329413786,-1.08281585125391,0.6373991010598139,0.066531398890138
8,1,-1.07620462472132,-0.0708744410135747,-1.67461283298585,-0.677149219894909,-1.78853587350716,0.280189490844173,0.4165789109974911,0.0803703596646981,-0.8147348138737859,0.970553169162248,3.0156472759237003,-1.6355053096365,-1.0208021642707,0.448187562311388,-0.8249577634195631,0.259096200083402,-1.38993155336341,-0.518810163173762,0.8106155274218672,-0.344735768902704
9,1,0.202170796830726,0.204540455346107,0.53701437664489,1.80561677754914,0.836488545236152,-0.30285695136681,-1.00300012795627,-0.4218208367654721,0.0704855938052251,0.861084702683212,3.05230051655402,1.32385499080127,1.7024859828698,0.51090616665711,-2.10659655980528,0.8234179863121079,0.87237632175638,-0.0766715405793737,-0.318337424736229,0.16876749337736
10,-1,-0.444671868537719,0.0413754223935462,-0.41085147264745103,0.5358134948252921,0.229738895568879,0.151398923201285,1.2491873534069098,-0.716721101512965,1.72735925412631,-0.932548551203896,0.307747442361599,0.8831216433477909,2.37479318186314,1.5414011558321898,-0.306227432235315,-1.4211642342168602,0.64535597290728,0.8200884406116601,-0.31005911317914897,-0.24561654801398494
11,-1,0.17115420242026802,-0.101641373807489,0.733411597023517,-0.729827296149742,0.16076636024907698,0.49458506858144,-0.124449983549007,-1.07292270331975,0.8993310602543171,-0.198692207033475,0.933412095472963,2.0060318264791297,0.421052389757801,-0.237900786556416,0.6820317964301121,-0.40542549659686,-1.80235986147093,-0.425160916852884,-0.7562699618911031,0.0753644813866742
12,-1,-0.0784305905676596,-0.698558948881156,0.4203491825867329,0.112027537498825,-0.311719120160097,0.157770212294126,0.007724906690597579,-0.0461331570389683,0.7787152128477131,-0.7770821408660451,-0.538701698085841,-0.0375238154778508,0.0578739926104194,-0.0126458032409485,0.216365164297745,-0.56836797181273,0.114899878666258,0.226076221918055,-1.38417051971834,-0.0660517749955427
13,1,0.380669335705439,-0.14068861281454598,-0.95134345780711,-0.4968178318507329,-1.09833422213838,-0.8019324832090742,-1.4784851865505702,-0.9230983036458592,-1.38167824202645,-0.0982536177287164,0.0511285570006116,-0.06722323504047599,0.384115880176502,0.269896131784505,1.57892027224507,0.171620392396536,-0.7190231435107991,0.293249349010796,1.05253028346446,0.321266573493233
14,-1,0.5342668538890479,0.27000877059364103,0.0452347831580252,-0.6208200529931379,-0.7216939852976391,1.55190587412931,-0.366133381953352,-0.647764553699303,-0.445859508470448,0.375117220418563,-0.358122235190854,0.6508490566152391,-0.577751760800298,0.0690924456545762,0.8338921992826229,-0.145716412600865,-0.127831808372679,-0.110954815268105,-0.25217077889443,0.6982854765339449
15,-1,-1.7499412934812295,1.02030069649174,-1.08347532181697,-0.250080905253893,-1.39838403586889,1.20899072279048,-1.07957362389532,0.679029436854801,0.143243343467989,-0.22683022132856,-0.4129106343156471,-0.145802744777626,-0.6257339963163829,-2.02245525470978,0.24693488221204696,0.16806324525472,0.5837520905554471,0.171947004219969,0.0206369832424972,-1.24869468204851
16,-1,0.35733699606427505,0.971383748572627,0.5191849017991971,0.193963868807524,0.428892071448336,0.321888843215517,-0.455289407348026,-0.176498175111828,0.315220647306306,-1.09474775695766,1.999532435867,-0.387121838189425,-0.5377413711322809,0.6815806380593389,0.00549424626160037,-0.255709055671688,1.1632353789658798,-0.7224214919381792,1.56395623328329,-0.148288625504375
17,-1,0.407386915911882,-0.442647837338557,0.345911361654306,0.6395289124883871,-0.892864904042207,0.223497879655859,0.587471844805389,-1.1981334374946002,-0.0111748265416896,0.315547480621916,1.01277176611065,0.0614619781394178,1.03792802625992,-0.5431178065759911,1.3328362365926,0.5884878336722479,0.139951525633156,-1.4808924117073798,-0.215113952564256,1.09288297051256
